productId,storeId,productType,weight
745,DRB01,47,Soft Drinks,7.39
746,NCX18,47,Household,
747,FDU16,47,Frozen Foods,19.25
748,FDY39,47,Meat,5.305
749,FDM14,47,Canned,13.8
750,FDC59,47,Starchy Foods,
751,FDQ49,47,Breakfast,20.2
752,FDU33,48,Snack Foods,7.63
753,FDY15,48,Dairy,18.25
754,NCP43,48,Others,17.75
755,FDD08,48,Fruits and Vegetables,8.3
756,FDY59,48,Baking Goods,8.195
757,NCP29,48,Health and Hygiene,8.42
758,FDU35,48,Breads,6.44
759,DRP47,48,Hard Drinks,
760,FDF33,48,Seafood,7.97
761,DRB01,48,Soft Drinks,7.39
762,NCX18,48,Household,
763,FDU16,48,Frozen Foods,19.25
764,FDY39,48,Meat,5.305
765,FDM14,48,Canned,13.8
766,FDC59,48,Starchy Foods,
767,FDQ49,48,Breakfast,20.2
768,FDU33,49,Snack Foods,7.63
769,FDY15,49,Dairy,18.25
770,NCP43,49,Others,17.75
771,FDD08,49,Fruits and Vegetables,8.3
772,FDY59,49,Baking Goods,8.195
773,NCP29,49,Health and Hygiene,8.42
774,FDU35,49,Breads,6.44
775,DRP47,49,Hard Drinks,
776,FDF33,49,Seafood,7.97
777,DRB01,49,Soft Drinks,7.39
778,NCX18,49,Household,
779,FDU16,49,Frozen Foods,19.25
780,FDY39,49,Meat,5.305
781,FDM14,49,Canned,13.8
782,FDC59,49,Starchy Foods,
783,FDQ49,49,Breakfast,20.2
784,FDU33,50,Snack Foods,7.63
785,FDY15,50,Dairy,18.25
786,NCP43,50,Others,17.75
787,FDD08,50,Fruits and Vegetables,8.3
788,FDY59,50,Baking Goods,8.195
789,NCP29,50,Health and Hygiene,8.42
790,FDU35,50,Breads,6.44
791,DRP47,50,Hard Drinks,
792,FDF33,50,Seafood,7.97
793,DRB01,50,Soft Drinks,7.39
794,NCX18,50,Household,
795,FDU16,50,Frozen Foods,19.25
796,FDY39,50,Meat,5.305
797,FDM14,50,Canned,13.8
798,FDC59,50,Starchy Foods,
799,FDQ49,50,Breakfast,20.2
800,FDU33,51,Snack Foods,7.63
801,FDY15,51,Dairy,18.25
802,NCP43,51,Others,17.75
803,FDD08,51,Fruits and Vegetables,8.3
804,FDY59,51,Baking Goods,8.195
805,NCP29,51,Health and Hygiene,8.42
806,FDU35,51,Breads,6.44
807,DRP47,51,Hard Drinks,
808,FDF33,51,Seafood,7.97
809,DRB01,51,Soft Drinks,7.39
810,NCX18,51,Household,
811,FDU16,51,Frozen Foods,19.25
812,FDY39,51,Meat,5.305
813,FDM14,51,Canned,13.8
814,FDC59,51,Starchy Foods,
815,FDQ49,51,Breakfast,20.2
816,FDU33,52,Snack Foods,7.63
817,FDY15,52,Dairy,18.25
818,NCP43,52,Others,17.75
819,FDD08,52,Fruits and Vegetables,8.3
820,FDY59,52,Baking Goods,8.195
821,NCP29,52,Health and Hygiene,8.42
822,FDU35,52,Breads,6.44
823,DRP47,52,Hard Drinks,
824,FDF33,52,Seafood,7.97
825,DRB01,52,Soft Drinks,7.39
826,NCX18,52,Household,
827,FDU16,52,Frozen Foods,19.25
828,FDY39,52,Meat,5.305
829,FDM14,52,Canned,13.8
830,FDC59,52,Starchy Foods,
831,FDQ49,52,Breakfast,20.2
832,FDU33,53,Snack Foods,7.63
833,FDY15,53,Dairy,18.25
834,NCP43,53,Others,17.75
835,FDD08,53,Fruits and Vegetables,8.3
836,FDY59,53,Baking Goods,8.195
837,NCP29,53,Health and Hygiene,8.42
838,FDU35,53,Breads,6.44
839,DRP47,53,Hard Drinks,
840,FDF33,53,Seafood,7.97
841,DRB01,53,Soft Drinks,7.39
842,NCX18,53,Household,
843,FDU16,53,Frozen Foods,19.25
844,FDY39,53,Meat,5.305
845,FDM14,53,Canned,13.8
846,FDC59,53,Starchy Foods,
847,FDQ49,53,Breakfast,20.2
848,FDU33,54,Snack Foods,7.63
849,FDY15,54,Dairy,18.25
850,NCP43,54,Others,17.75
851,FDD08,54,Fruits and Vegetables,8.3
852,FDY59,54,Baking Goods,8.195
853,NCP29,54,Health and Hygiene,8.42
854,FDU35,54,Breads,6.44
855,DRP47,54,Hard Drinks,
856,FDF33,54,Seafood,7.97
857,DRB01,54,Soft Drinks,7.39
858,NCX18,54,Household,
859,FDU16,54,Frozen Foods,19.25
860,FDY39,54,Meat,5.305
861,FDM14,54,Canned,13.8
862,FDC59,54,Starchy Foods,
863,FDQ49,54,Breakfast,20.2
864,FDU33,55,Snack Foods,7.63
865,FDY15,55,Dairy,18.25
866,NCP43,55,Others,17.75
867,FDD08,55,Fruits and Vegetables,8.3
868,FDY59,55,Baking Goods,8.195
869,NCP29,55,Health and Hygiene,8.42
870,FDU35,55,Breads,6.44
871,DRP47,55,Hard Drinks,
872,FDF33,55,Seafood,7.97
873,DRB01,55,Soft Drinks,7.39
874,NCX18,55,Household,
875,FDU16,55,Frozen Foods,19.25
876,FDY39,55,Meat,5.305
877,FDM14,55,Canned,13.8
878,FDC59,55,Starchy Foods,
879,FDQ49,55,Breakfast,20.2
880,FDU33,56,Snack Foods,7.63
881,FDY15,56,Dairy,18.25
882,NCP43,56,Others,17.75
883,FDD08,56,Fruits and Vegetables,8.3
884,FDY59,56,Baking Goods,8.195
885,NCP29,56,Health and Hygiene,8.42
886,FDU35,56,Breads,6.44
887,DRP47,56,Hard Drinks,
888,FDF33,56,Seafood,7.97
889,DRB01,56,Soft Drinks,7.39
890,NCX18,56,Household,
891,FDU16,56,Frozen Foods,19.25
892,FDY39,56,Meat,5.305
893,FDM14,56,Canned,13.8
894,FDC59,56,Starchy Foods,
895,FDQ49,56,Breakfast,20.2
896,FDU33,57,Snack Foods,7.63
897,FDY15,57,Dairy,18.25
898,NCP43,57,Others,17.75
899,FDD08,57,Fruits and Vegetables,8.3
900,FDY59,57,Baking Goods,8.195
901,NCP29,57,Health and Hygiene,8.42
902,FDU35,57,Breads,6.44
903,DRP47,57,Hard Drinks,
904,FDF33,57,Seafood,7.97
905,DRB01,57,Soft Drinks,7.39
906,NCX18,57,Household,
907,FDU16,57,Frozen Foods,19.25
908,FDY39,57,Meat,5.305
909,FDM14,57,Canned,13.8
910,FDC59,57,Starchy Foods,
911,FDQ49,57,Breakfast,20.2
912,FDU33,58,Snack Foods,7.63
913,FDY15,58,Dairy,18.25
914,NCP43,58,Others,17.75
915,FDD08,58,Fruits and Vegetables,8.3
916,FDY59,58,Baking Goods,8.195
917,NCP29,58,Health and Hygiene,8.42
918,FDU35,58,Breads,6.44
919,DRP47,58,Hard Drinks,
920,FDF33,58,Seafood,7.97
921,DRB01,58,Soft Drinks,7.39
922,NCX18,58,Household,
923,FDU16,58,Frozen Foods,19.25
924,FDY39,58,Meat,5.305
925,FDM14,58,Canned,13.8
926,FDC59,58,Starchy Foods,
927,FDQ49,58,Breakfast,20.2
928,FDU33,59,Snack Foods,7.63
929,FDY15,59,Dairy,18.25
930,NCP43,59,Others,17.75
931,FDD08,59,Fruits and Vegetables,8.3
932,FDY59,59,Baking Goods,8.195
933,NCP29,59,Health and Hygiene,8.42
934,FDU35,59,Breads,6.44
935,DRP47,59,Hard Drinks,
936,FDF33,59,Seafood,7.97
937,DRB01,59,Soft Drinks,7.39
938,NCX18,59,Household,
939,FDU16,59,Frozen Foods,19.25
940,FDY39,59,Meat,5.305
941,FDM14,59,Canned,13.8
942,FDC59,59,Starchy Foods,
943,FDQ49,59,Breakfast,20.2
944,FDU33,60,Snack Foods,7.63
945,FDY15,60,Dairy,18.25
946,NCP43,60,Others,17.75
947,FDD08,60,Fruits and Vegetables,8.3
948,FDY59,60,Baking Goods,8.195
949,NCP29,60,Health and Hygiene,8.42
950,FDU35,60,Breads,6.44
951,DRP47,60,Hard Drinks,
952,FDF33,60,Seafood,7.97
953,DRB01,60,Soft Drinks,7.39
954,NCX18,60,Household,
955,FDU16,60,Frozen Foods,19.25
956,FDY39,60,Meat,5.305
957,FDM14,60,Canned,13.8
958,FDC59,60,Starchy Foods,
959,FDQ49,60,Breakfast,20.2
960,FDU33,61,Snack Foods,7.63
961,FDY15,61,Dairy,18.25
962,NCP43,61,Others,17.75
963,FDD08,61,Fruits and Vegetables,8.3
964,FDY59,61,Baking Goods,8.195
965,NCP29,61,Health and Hygiene,8.42
966,FDU35,61,Breads,6.44
967,DRP47,61,Hard Drinks,
968,FDF33,61,Seafood,7.97
969,DRB01,61,Soft Drinks,7.39
970,NCX18,61,Household,
971,FDU16,61,Frozen Foods,19.25
972,FDY39,61,Meat,5.305
973,FDM14,61,Canned,13.8
974,FDC59,61,Starchy Foods,
975,FDQ49,61,Breakfast,20.2
976,FDU33,62,Snack Foods,7.63
977,FDY15,62,Dairy,18.25
978,NCP43,62,Others,17.75
979,FDD08,62,Fruits and Vegetables,8.3
980,FDY59,62,Baking Goods,8.195
981,NCP29,62,Health and Hygiene,8.42
982,FDU35,62,Breads,6.44
983,DRP47,62,Hard Drinks,
984,FDF33,62,Seafood,7.97
985,DRB01,62,Soft Drinks,7.39
986,NCX18,62,Household,
987,FDU16,62,Frozen Foods,19.25
988,FDY39,62,Meat,5.305
989,FDM14,62,Canned,13.8
990,FDC59,62,Starchy Foods,
991,FDQ49,62,Breakfast,20.2
992,FDU33,63,Snack Foods,7.63
993,FDY15,63,Dairy,18.25
994,NCP43,63,Others,17.75
995,FDD08,63,Fruits and Vegetables,8.3
996,FDY59,63,Baking Goods,8.195
997,NCP29,63,Health and Hygiene,8.42
998,FDU35,63,Breads,6.44
999,DRP47,63,Hard Drinks,
1000,FDF33,63,Seafood,7.97
1001,DRB01,63,Soft Drinks,7.39
1002,NCX18,63,Household,
1003,FDU16,63,Frozen Foods,19.25
1004,FDY39,63,Meat,5.305
1005,FDM14,63,Canned,13.8
1006,FDC59,63,Starchy Foods,
1007,FDQ49,63,Breakfast,20.2
1008,FDU33,64,Snack Foods,7.63
1009,FDY15,64,Dairy,18.25
1010,NCP43,64,Others,17.75
1011,FDD08,64,Fruits and Vegetables,8.3
1012,FDY59,64,Baking Goods,8.195
1013,NCP29,64,Health and Hygiene,8.42
1014,FDU35,64,Breads,6.44
1015,DRP47,64,Hard Drinks,
1016,FDF33,64,Seafood,7.97
1017,DRB01,64,Soft Drinks,7.39
1018,NCX18,64,Household,
1019,FDU16,64,Frozen Foods,19.25
1020,FDY39,64,Meat,5.305
1021,FDM14,64,Canned,13.8
1022,FDC59,64,Starchy Foods,
1023,FDQ49,64,Breakfast,20.2
1024,FDU33,65,Snack Foods,7.63
1025,FDY15,65,Dairy,18.25
1026,NCP43,65,Others,17.75
1027,FDD08,65,Fruits and Vegetables,8.3
1028,FDY59,65,Baking Goods,8.195
1029,NCP29,65,Health and Hygiene,8.42
1030,FDU35,65,Breads,6.44
1031,DRP47,65,Hard Drinks,
1032,FDF33,65,Seafood,7.97
1033,DRB01,65,Soft Drinks,7.39
1034,NCX18,65,Household,
1035,FDU16,65,Frozen Foods,19.25
1036,FDY39,65,Meat,5.305
1037,FDM14,65,Canned,13.8
1038,FDC59,65,Starchy Foods,
1039,FDQ49,65,Breakfast,20.2
1040,FDU33,66,Snack Foods,7.63
1041,FDY15,66,Dairy,18.25
1042,NCP43,66,Others,17.75
1043,FDD08,66,Fruits and Vegetables,8.3
1044,FDY59,66,Baking Goods,8.195
1045,NCP29,66,Health and Hygiene,8.42
1046,FDU35,66,Breads,6.44
1047,DRP47,66,Hard Drinks,
1048,FDF33,66,Seafood,7.97
1049,DRB01,66,Soft Drinks,7.39
1050,NCX18,66,Household,
1051,FDU16,66,Frozen Foods,19.25
1052,FDY39,66,Meat,5.305
1053,FDM14,66,Canned,13.8
1054,FDC59,66,Starchy Foods,
1055,FDQ49,66,Breakfast,20.2
1056,FDU33,67,Snack Foods,7.63
1057,FDY15,67,Dairy,18.25
1058,NCP43,67,Others,17.75
1059,FDD08,67,Fruits and Vegetables,8.3
1060,FDY59,67,Baking Goods,8.195
1061,NCP29,67,Health and Hygiene,8.42
1062,FDU35,67,Breads,6.44
1063,DRP47,67,Hard Drinks,
1064,FDF33,67,Seafood,7.97
1065,DRB01,67,Soft Drinks,7.39
1066,NCX18,67,Household,
1067,FDU16,67,Frozen Foods,19.25
1068,FDY39,67,Meat,5.305
1069,FDM14,67,Canned,13.8
1070,FDC59,67,Starchy Foods,
1071,FDQ49,67,Breakfast,20.2
1072,FDU33,68,Snack Foods,7.63
1073,FDY15,68,Dairy,18.25
1074,NCP43,68,Others,17.75
1075,FDD08,68,Fruits and Vegetables,8.3
1076,FDY59,68,Baking Goods,8.195
1077,NCP29,68,Health and Hygiene,8.42
1078,FDU35,68,Breads,6.44
1079,DRP47,68,Hard Drinks,
1080,FDF33,68,Seafood,7.97
1081,DRB01,68,Soft Drinks,7.39
1082,NCX18,68,Household,
1083,FDU16,68,Frozen Foods,19.25
1084,FDY39,68,Meat,5.305
1085,FDM14,68,Canned,13.8
1086,FDC59,68,Starchy Foods,
1087,FDQ49,68,Breakfast,20.2
1088,FDU33,69,Snack Foods,7.63
1089,FDY15,69,Dairy,18.25
1090,NCP43,69,Others,17.75
1091,FDD08,69,Fruits and Vegetables,8.3
1092,FDY59,69,Baking Goods,8.195
1093,NCP29,69,Health and Hygiene,8.42
1094,FDU35,69,Breads,6.44
1095,DRP47,69,Hard Drinks,
1096,FDF33,69,Seafood,7.97
1097,DRB01,69,Soft Drinks,7.39
1098,NCX18,69,Household,
1099,FDU16,69,Frozen Foods,19.25
1100,FDY39,69,Meat,5.305
1101,FDM14,69,Canned,13.8
1102,FDC59,69,Starchy Foods,
1103,FDQ49,69,Breakfast,20.2
1104,FDU33,70,Snack Foods,7.63
1105,FDY15,70,Dairy,18.25
1106,NCP43,70,Others,17.75
1107,FDD08,70,Fruits and Vegetables,8.3
1108,FDY59,70,Baking Goods,8.195
1109,NCP29,70,Health and Hygiene,8.42
1110,FDU35,70,Breads,6.44
1111,DRP47,70,Hard Drinks,
1112,FDF33,70,Seafood,7.97
1113,DRB01,70,Soft Drinks,7.39
1114,NCX18,70,Household,
1115,FDU16,70,Frozen Foods,19.25
1116,FDY39,70,Meat,5.305
1117,FDM14,70,Canned,13.8
1118,FDC59,70,Starchy Foods,
1119,FDQ49,70,Breakfast,20.2
1120,FDU33,71,Snack Foods,7.63
1121,FDY15,71,Dairy,18.25
1122,NCP43,71,Others,17.75
1123,FDD08,71,Fruits and Vegetables,8.3
1124,FDY59,71,Baking Goods,8.195
1125,NCP29,71,Health and Hygiene,8.42
1126,FDU35,71,Breads,6.44
1127,DRP47,71,Hard Drinks,
1128,FDF33,71,Seafood,7.97
1129,DRB01,71,Soft Drinks,7.39
1130,NCX18,71,Household,
1131,FDU16,71,Frozen Foods,19.25
1132,FDY39,71,Meat,5.305
1133,FDM14,71,Canned,13.8
1134,FDC59,71,Starchy Foods,
1135,FDQ49,71,Breakfast,20.2
1136,FDU33,72,Snack Foods,7.63
1137,FDY15,72,Dairy,18.25
1138,NCP43,72,Others,17.75
1139,FDD08,72,Fruits and Vegetables,8.3
1140,FDY59,72,Baking Goods,8.195
1141,NCP29,72,Health and Hygiene,8.42
1142,FDU35,72,Breads,6.44
1143,DRP47,72,Hard Drinks,
1144,FDF33,72,Seafood,7.97
1145,DRB01,72,Soft Drinks,7.39
1146,NCX18,72,Household,
1147,FDU16,72,Frozen Foods,19.25
1148,FDY39,72,Meat,5.305
1149,FDM14,72,Canned,13.8
1150,FDC59,72,Starchy Foods,
1151,FDQ49,72,Breakfast,20.2
1152,FDU33,73,Snack Foods,7.63
1153,FDY15,73,Dairy,18.25
1154,NCP43,73,Others,17.75
1155,FDD08,73,Fruits and Vegetables,8.3
1156,FDY59,73,Baking Goods,8.195
1157,NCP29,73,Health and Hygiene,8.42
1158,FDU35,73,Breads,6.44
1159,DRP47,73,Hard Drinks,
1160,FDF33,73,Seafood,7.97
1161,DRB01,73,Soft Drinks,7.39
1162,NCX18,73,Household,
1163,FDU16,73,Frozen Foods,19.25
1164,FDY39,73,Meat,5.305
1165,FDM14,73,Canned,13.8
1166,FDC59,73,Starchy Foods,
1167,FDQ49,73,Breakfast,20.2
1168,FDU33,74,Snack Foods,7.63
1169,FDY15,74,Dairy,18.25
1170,NCP43,74,Others,17.75
1171,FDD08,74,Fruits and Vegetables,8.3
1172,FDY59,74,Baking Goods,8.195
1173,NCP29,74,Health and Hygiene,8.42
1174,FDU35,74,Breads,6.44
1175,DRP47,74,Hard Drinks,
1176,FDF33,74,Seafood,7.97
1177,DRB01,74,Soft Drinks,7.39
1178,NCX18,74,Household,
1179,FDU16,74,Frozen Foods,19.25
1180,FDY39,74,Meat,5.305
1181,FDM14,74,Canned,13.8
1182,FDC59,74,Starchy Foods,
1183,FDQ49,74,Breakfast,20.2
1184,FDU33,75,Snack Foods,7.63
1185,FDY15,75,Dairy,18.25
1186,NCP43,75,Others,17.75
1187,FDD08,75,Fruits and Vegetables,8.3
1188,FDY59,75,Baking Goods,8.195
1189,NCP29,75,Health and Hygiene,8.42
1190,FDU35,75,Breads,6.44
1191,DRP47,75,Hard Drinks,
1192,FDF33,75,Seafood,7.97
1193,DRB01,75,Soft Drinks,7.39
1194,NCX18,75,Household,
1195,FDU16,75,Frozen Foods,19.25
1196,FDY39,75,Meat,5.305
1197,FDM14,75,Canned,13.8
1198,FDC59,75,Starchy Foods,
1199,FDQ49,75,Breakfast,20.2
1200,FDU33,76,Snack Foods,7.63
1201,FDY15,76,Dairy,18.25
1202,NCP43,76,Others,17.75
1203,FDD08,76,Fruits and Vegetables,8.3
1204,FDY59,76,Baking Goods,8.195
1205,NCP29,76,Health and Hygiene,8.42
1206,FDU35,76,Breads,6.44
1207,DRP47,76,Hard Drinks,
1208,FDF33,76,Seafood,7.97
1209,DRB01,76,Soft Drinks,7.39
1210,NCX18,76,Household,
1211,FDU16,76,Frozen Foods,19.25
1212,FDY39,76,Meat,5.305
1213,FDM14,76,Canned,13.8
1214,FDC59,76,Starchy Foods,
1215,FDQ49,76,Breakfast,20.2
1216,FDU33,77,Snack Foods,7.63
1217,FDY15,77,Dairy,18.25
1218,NCP43,77,Others,17.75
1219,FDD08,77,Fruits and Vegetables,8.3
1220,FDY59,77,Baking Goods,8.195
1221,NCP29,77,Health and Hygiene,8.42
1222,FDU35,77,Breads,6.44
1223,DRP47,77,Hard Drinks,
1224,FDF33,77,Seafood,7.97
1225,DRB01,77,Soft Drinks,7.39
1226,NCX18,77,Household,
1227,FDU16,77,Frozen Foods,19.25
1228,FDY39,77,Meat,5.305
1229,FDM14,77,Canned,13.8
1230,FDC59,77,Starchy Foods,
1231,FDQ49,77,Breakfast,20.2
1232,FDU33,78,Snack Foods,7.63
1233,FDY15,78,Dairy,18.25
1234,NCP43,78,Others,17.75
1235,FDD08,78,Fruits and Vegetables,8.3
1236,FDY59,78,Baking Goods,8.195
1237,NCP29,78,Health and Hygiene,8.42
1238,FDU35,78,Breads,6.44
1239,DRP47,78,Hard Drinks,
1240,FDF33,78,Seafood,7.97
1241,DRB01,78,Soft Drinks,7.39
1242,NCX18,78,Household,
1243,FDU16,78,Frozen Foods,19.25
1244,FDY39,78,Meat,5.305
1245,FDM14,78,Canned,13.8
1246,FDC59,78,Starchy Foods,
1247,FDQ49,78,Breakfast,20.2
1248,FDU33,79,Snack Foods,7.63
1249,FDY15,79,Dairy,18.25
1250,NCP43,79,Others,17.75
1251,FDD08,79,Fruits and Vegetables,8.3
1252,FDY59,79,Baking Goods,8.195
1253,NCP29,79,Health and Hygiene,8.42
1254,FDU35,79,Breads,6.44
1255,DRP47,79,Hard Drinks,
1256,FDF33,79,Seafood,7.97
1257,DRB01,79,Soft Drinks,7.39
1258,NCX18,79,Household,
1259,FDU16,79,Frozen Foods,19.25
1260,FDY39,79,Meat,5.305
1261,FDM14,79,Canned,13.8
1262,FDC59,79,Starchy Foods,
1263,FDQ49,79,Breakfast,20.2
1264,FDU33,80,Snack Foods,7.63
1265,FDY15,80,Dairy,18.25
1266,NCP43,80,Others,17.75
1267,FDD08,80,Fruits and Vegetables,8.3
1268,FDY59,80,Baking Goods,8.195
1269,NCP29,80,Health and Hygiene,8.42
1270,FDU35,80,Breads,6.44
1271,DRP47,80,Hard Drinks,
1272,FDF33,80,Seafood,7.97
1273,DRB01,80,Soft Drinks,7.39
1274,NCX18,80,Household,
1275,FDU16,80,Frozen Foods,19.25
1276,FDY39,80,Meat,5.305
1277,FDM14,80,Canned,13.8
1278,FDC59,80,Starchy Foods,
1279,FDQ49,80,Breakfast,20.2
1280,FDU33,81,Snack Foods,7.63
1281,FDY15,81,Dairy,18.25
1282,NCP43,81,Others,17.75
1283,FDD08,81,Fruits and Vegetables,8.3
1284,FDY59,81,Baking Goods,8.195
1285,NCP29,81,Health and Hygiene,8.42
1286,FDU35,81,Breads,6.44
1287,DRP47,81,Hard Drinks,
1288,FDF33,81,Seafood,7.97
1289,DRB01,81,Soft Drinks,7.39
1290,NCX18,81,Household,
1291,FDU16,81,Frozen Foods,19.25
1292,FDY39,81,Meat,5.305
1293,FDM14,81,Canned,13.8
1294,FDC59,81,Starchy Foods,
1295,FDQ49,81,Breakfast,20.2
1296,FDU33,82,Snack Foods,7.63
1297,FDY15,82,Dairy,18.25
1298,NCP43,82,Others,17.75
1299,FDD08,82,Fruits and Vegetables,8.3
1300,FDY59,82,Baking Goods,8.195
1301,NCP29,82,Health and Hygiene,8.42
1302,FDU35,82,Breads,6.44
1303,DRP47,82,Hard Drinks,
1304,FDF33,82,Seafood,7.97
1305,DRB01,82,Soft Drinks,7.39
1306,NCX18,82,Household,
1307,FDU16,82,Frozen Foods,19.25
1308,FDY39,82,Meat,5.305
1309,FDM14,82,Canned,13.8
1310,FDC59,82,Starchy Foods,
1311,FDQ49,82,Breakfast,20.2
1312,FDU33,83,Snack Foods,7.63
1313,FDY15,83,Dairy,18.25
1314,NCP43,83,Others,17.75
1315,FDD08,83,Fruits and Vegetables,8.3
1316,FDY59,83,Baking Goods,8.195
1317,NCP29,83,Health and Hygiene,8.42
1318,FDU35,83,Breads,6.44
1319,DRP47,83,Hard Drinks,
1320,FDF33,83,Seafood,7.97
1321,DRB01,83,Soft Drinks,7.39
1322,NCX18,83,Household,
1323,FDU16,83,Frozen Foods,19.25
1324,FDY39,83,Meat,5.305
1325,FDM14,83,Canned,13.8
1326,FDC59,83,Starchy Foods,
1327,FDQ49,83,Breakfast,20.2
1328,FDU33,84,Snack Foods,7.63
1329,FDY15,84,Dairy,18.25
1330,NCP43,84,Others,17.75
1331,FDD08,84,Fruits and Vegetables,8.3
1332,FDY59,84,Baking Goods,8.195
1333,NCP29,84,Health and Hygiene,8.42
1334,FDU35,84,Breads,6.44
1335,DRP47,84,Hard Drinks,
1336,FDF33,84,Seafood,7.97
1337,DRB01,84,Soft Drinks,7.39
1338,NCX18,84,Household,
1339,FDU16,84,Frozen Foods,19.25
1340,FDY39,84,Meat,5.305
1341,FDM14,84,Canned,13.8
1342,FDC59,84,Starchy Foods,
1343,FDQ49,84,Breakfast,20.2
1344,FDU33,85,Snack Foods,7.63
1345,FDY15,85,Dairy,18.25
1346,NCP43,85,Others,17.75
1347,FDD08,85,Fruits and Vegetables,8.3
1348,FDY59,85,Baking Goods,8.195
1349,NCP29,85,Health and Hygiene,8.42
1350,FDU35,85,Breads,6.44
1351,DRP47,85,Hard Drinks,
1352,FDF33,85,Seafood,7.97
1353,DRB01,85,Soft Drinks,7.39
1354,NCX18,85,Household,
1355,FDU16,85,Frozen Foods,19.25
1356,FDY39,85,Meat,5.305
1357,FDM14,85,Canned,13.8
1358,FDC59,85,Starchy Foods,
1359,FDQ49,85,Breakfast,20.2
1360,FDU33,86,Snack Foods,7.63
1361,FDY15,86,Dairy,18.25
1362,NCP43,86,Others,17.75
1363,FDD08,86,Fruits and Vegetables,8.3
1364,FDY59,86,Baking Goods,8.195
1365,NCP29,86,Health and Hygiene,8.42
1366,FDU35,86,Breads,6.44
1367,DRP47,86,Hard Drinks,
1368,FDF33,86,Seafood,7.97
1369,DRB01,86,Soft Drinks,7.39
1370,NCX18,86,Household,
1371,FDU16,86,Frozen Foods,19.25
1372,FDY39,86,Meat,5.305
1373,FDM14,86,Canned,13.8
1374,FDC59,86,Starchy Foods,
1375,FDQ49,86,Breakfast,20.2
1376,FDU33,87,Snack Foods,7.63
1377,FDY15,87,Dairy,18.25
1378,NCP43,87,Others,17.75
1379,FDD08,87,Fruits and Vegetables,8.3
1380,FDY59,87,Baking Goods,8.195
1381,NCP29,87,Health and Hygiene,8.42
1382,FDU35,87,Breads,6.44
1383,DRP47,87,Hard Drinks,
1384,FDF33,87,Seafood,7.97
1385,DRB01,87,Soft Drinks,7.39
1386,NCX18,87,Household,
1387,FDU16,87,Frozen Foods,19.25
1388,FDY39,87,Meat,5.305
1389,FDM14,87,Canned,13.8
1390,FDC59,87,Starchy Foods,
1391,FDQ49,87,Breakfast,20.2
1392,FDU33,88,Snack Foods,7.63
1393,FDY15,88,Dairy,18.25
1394,NCP43,88,Others,17.75
1395,FDD08,88,Fruits and Vegetables,8.3
1396,FDY59,88,Baking Goods,8.195
1397,NCP29,88,Health and Hygiene,8.42
1398,FDU35,88,Breads,6.44
1399,DRP47,88,Hard Drinks,
1400,FDF33,88,Seafood,7.97
1401,DRB01,88,Soft Drinks,7.39
1402,NCX18,88,Household,
1403,FDU16,88,Frozen Foods,19.25
1404,FDY39,88,Meat,5.305
1405,FDM14,88,Canned,13.8
1406,FDC59,88,Starchy Foods,
1407,FDQ49,88,Breakfast,20.2
1408,FDU33,89,Snack Foods,7.63
1409,FDY15,89,Dairy,18.25
1410,NCP43,89,Others,17.75
1411,FDD08,89,Fruits and Vegetables,8.3
1412,FDY59,89,Baking Goods,8.195
1413,NCP29,89,Health and Hygiene,8.42
1414,FDU35,89,Breads,6.44
1415,DRP47,89,Hard Drinks,
1416,FDF33,89,Seafood,7.97
1417,DRB01,89,Soft Drinks,7.39
1418,NCX18,89,Household,
1419,FDU16,89,Frozen Foods,19.25
1420,FDY39,89,Meat,5.305
1421,FDM14,89,Canned,13.8
1422,FDC59,89,Starchy Foods,
1423,FDQ49,89,Breakfast,20.2
1424,FDU33,90,Snack Foods,7.63
1425,FDY15,90,Dairy,18.25
1426,NCP43,90,Others,17.75
1427,FDD08,90,Fruits and Vegetables,8.3
1428,FDY59,90,Baking Goods,8.195
1429,NCP29,90,Health and Hygiene,8.42
1430,FDU35,90,Breads,6.44
1431,DRP47,90,Hard Drinks,
1432,FDF33,90,Seafood,7.97
1433,DRB01,90,Soft Drinks,7.39
1434,NCX18,90,Household,
1435,FDU16,90,Frozen Foods,19.25
1436,FDY39,90,Meat,5.305
1437,FDM14,90,Canned,13.8
1438,FDC59,90,Starchy Foods,
1439,FDQ49,90,Breakfast,20.2
1440,FDU33,91,Snack Foods,7.63
1441,FDY15,91,Dairy,18.25
1442,NCP43,91,Others,17.75
1443,FDD08,91,Fruits and Vegetables,8.3
1444,FDY59,91,Baking Goods,8.195
1445,NCP29,91,Health and Hygiene,8.42
1446,FDU35,91,Breads,6.44
1447,DRP47,91,Hard Drinks,
1448,FDF33,91,Seafood,7.97
1449,DRB01,91,Soft Drinks,7.39
1450,NCX18,91,Household,
1451,FDU16,91,Frozen Foods,19.25
1452,FDY39,91,Meat,5.305
1453,FDM14,91,Canned,13.8
1454,FDC59,91,Starchy Foods,
1455,FDQ49,91,Breakfast,20.2
1456,FDU33,92,Snack Foods,7.63
1457,FDY15,92,Dairy,18.25
1458,NCP43,92,Others,17.75
1459,FDD08,92,Fruits and Vegetables,8.3
1460,FDY59,92,Baking Goods,8.195
1461,NCP29,92,Health and Hygiene,8.42
1462,FDU35,92,Breads,6.44
1463,DRP47,92,Hard Drinks,
1464,FDF33,92,Seafood,7.97
1465,DRB01,92,Soft Drinks,7.39
